"","x"
"2585","Polioxolmis rufipennis"
"2586","Polyonymus caroli"
"2587","Polyplectron bicalcaratum"
"2588","Polyplectron chalcurum"
"2589","Polyplectron germaini"
"2590","Polyplectron katsumatae"
"2591","Polyplectron malacense"
"2592","Polyplectron schleiermacheri"
"2593","Polysticta stelleri"
"2594","Polystictus pectoralis"
"2595","Polystictus superciliaris"
"2596","Pomarea dimidiata"
"2597","Pomarea iphis"
"2598","Pomarea mendozae"
"2599","Pomarea nigra"
"2600","Pomarea whitneyi"
"2601","Pomatostomus halli"
"2602","Pomatostomus ruficeps"
"2603","Pomatostomus superciliosus"
"2604","Pomatostomus temporalis"
"2605","Pooecetes gramineus"
"2606","Poospiza alticola"
"2607","Poospiza boliviana"
"2608","Poospiza caesar"
"2609","Poospiza cinerea"
"2610","Poospiza erythrophrys"
"2611","Poospiza hispaniolensis"
"2612","Poospiza hypochondria"
"2613","Poospiza melanoleuca"
"2614","Poospiza ornata"
"2615","Poospiza torquata"
"2616","Porphyrio flavirostris"
"2617","Porphyrio hochstetteri"
"2618","Porphyrio martinicus"
"2619","Porphyrio porphyrio"
"2620","Porphyrospiza caerulescens"
"2621","Premnoplex brunnescens"
"2622","Premnoplex tatei"
"2623","Primolius auricollis"
"2624","Primolius maracana"
"2625","Prionochilus maculatus"
"2626","Prionochilus plateni"
"2627","Prionochilus thoracicus"
"2628","Prionochilus xanthopygius"
"2629","Prionodura newtoniana"
"2630","Priotelus roseigaster"
"2631","Priotelus temnurus"
"2632","Probosciger aterrimus"
"2633","Progne chalybea"
"2634","Progne cryptoleuca"
"2635","Progne dominicensis"
"2636","Progne modesta"
"2637","Progne murphyi"
"2638","Progne sinaloae"
"2639","Promerops cafer"
"2640","Promerops gurneyi"
"2641","Prosthemadera novaeseelandiae"
"2642","Protonotaria citrea"
"2643","Psalidoprocne albiceps"
"2644","Psalidoprocne fuliginosa"
"2645","Psalidoprocne nitens"
"2646","Psalidoprocne obscura"
"2647","Psalidoprocne pristoptera"
"2648","Psarisomus dalhousiae"
"2649","Psarocolius angustifrons"
"2650","Psarocolius atrovirens"
"2651","Psarocolius bifasciatus"
"2652","Psarocolius montezuma"
"2653","Psarocolius viridis"
"2654","Psarocolius wagleri"
"2655","Pselliophorus luteoviridis"
"2656","Pselliophorus tibialis"
"2657","Psephotus dissimilis"
"2658","Psephotus haematonotus"
"2659","Psephotus varius"
"2660","Pseudalethe choloensis"
"2661","Pseudalethe fuelleborni"
"2662","Pseudalethe poliocephala"
"2663","Pseudalethe poliophrys"
"2664","Pseudelaenia leucospodia"
"2665","Pseudeos fuscata"
"2666","Pseudhirundo griseopyga"
"2667","Pseudoalcippe abyssinica"
"2668","Pseudobias wardi"
"2669","Pseudochelidon eurystomina"
"2670","Pseudocolopteryx acutipennis"
"2671","Pseudocolopteryx flaviventris"
"2672","Pseudocolopteryx sclateri"
"2673","Pseudoleistes guirahuro"
"2674","Pseudoleistes virescens"
"2675","Pseudonestor xanthophrys"
"2676","Psilopsiagon aurifrons"
"2677","Psilopsiagon aymara"
"2678","Psilorhamphus guttatus"
"2679","Psittacula alexandri"
"2680","Psittacula calthropae"
"2681","Psittacula columboides"
"2682","Psittacula cyanocephala"
"2683","Psittacula derbiana"
"2684","Psittacula echo"
"2685","Psittacula eupatria"
"2686","Psittacula finschii"
"2687","Psittacula himalayana"
"2688","Psittacula krameri"
"2689","Psittacula longicauda"
"2690","Psittacula roseata"
"2691","Psittinus cyanurus"
"2692","Psophia leucoptera"
"2693","Psophia viridis"
"2694","Psophocichla litsitsirupa"
"2695","Pteridophora alberti"
"2696","Pteroglossus beauharnaesii"
"2697","Pteroglossus bitorquatus"
"2698","Pteroglossus castanotis"
"2699","Pteroglossus frantzii"
"2700","Pteroglossus inscriptus"
"2701","Pteroglossus pluricinctus"
"2702","Pteroglossus torquatus"
"2703","Pteroglossus viridis"
"2704","Pteronetta hartlaubii"
"2705","Pterophanes cyanopterus"
"2706","Pteroptochos castaneus"
"2707","Pteroptochos megapodius"
"2708","Pteroptochos tarnii"
"2709","Pteruthius aenobarbus"
"2710","Pteruthius flaviscapis"
"2711","Pteruthius melanotis"
"2712","Pteruthius rufiventer"
"2713","Ptilogonys caudatus"
"2714","Ptilogonys cinereus"
"2715","Ptiloris intercedens"
"2716","Ptiloris magnificus"
"2717","Ptiloris paradiseus"
"2718","Ptiloris victoriae"
"2719","Ptyonoprogne concolor"
"2720","Ptyonoprogne fuligula"
"2721","Ptyonoprogne rupestris"
"2722","Ptyrticus turdinus"
"2723","Pucrasia macrolopha"
"2724","Purpureicephalus spurius"
"2725","Pygiptila stellaris"
"2726","Pyrgilauda blanfordi"
"2727","Pyrgilauda davidiana"
"2728","Pyrilia barrabandi"
"2729","Pyrilia caica"
"2730","Pyrilia haematotis"
"2731","Pyrilia pulchra"
"2732","Pyrilia pyrilia"
"2733","Pyrilia vulturina"
"2734","Pyrocephalus rubinus"
"2735","Pyroderus scutatus"
"2736","Pyrrhocoma ruficeps"
"2737","Pyrrhocorax graculus"
"2738","Pyrrhocorax pyrrhocorax"
"2739","Pyrrholaemus brunneus"
"2740","Pyrrholaemus sagittatus"
"2741","Pyrrhomyias cinnamomeus"
"2742","Pyrrhura albipectus"
"2743","Pyrrhura frontalis"
"2744","Pyrrhura griseipectus"
"2745","Pyrrhura hoffmanni"
"2746","Pyrrhura lepida"
"2747","Pyrrhura leucotis"
"2748","Pyrrhura melanura"
"2749","Pyrrhura molinae"
"2750","Pyrrhura orcesi"
"2751","Pyrrhura perlata"
"2752","Pyrrhura picta"
"2753","Pyrrhura rhodocephala"
"2754","Pyrrhura rupicola"
"2755","Pytilia hypogrammica"
"2756","Pytilia melba"
"2757","Pytilia phoenicoptera"
"2758","Quiscalus lugubris"
"2759","Quiscalus major"
"2760","Quiscalus mexicanus"
"2761","Quiscalus nicaraguensis"
"2762","Quiscalus niger"
"2763","Ramphastos brevis"
"2764","Ramphastos vitellinus"
"2765","Ramphocelus carbo"
"2766","Ramphocelus costaricensis"
"2767","Ramphocelus dimidiatus"
"2768","Ramphocelus melanogaster"
"2769","Ramphocelus nigrogularis"
"2770","Ramphocelus passerinii"
"2771","Ramphocinclus brachyurus"
"2772","Ramphotrigon fuscicauda"
"2773","Ramphotrigon ruficauda"
"2774","Ramsayornis fasciatus"
"2775","Ramsayornis modestus"
"2776","Recurvirostra americana"
"2777","Recurvirostra andina"
"2778","Recurvirostra avosetta"
"2779","Regulus calendula"
"2780","Regulus goodfellowi"
"2781","Regulus ignicapilla"
"2782","Regulus madeirensis"
"2783","Regulus regulus"
"2784","Rhagologus leucostigma"
"2785","Rhamphococcyx calyorhynchus"
"2786","Rhea americana"
"2787","Rhea pennata"
"2788","Rheinardia ocellata"
"2789","Rhinocrypta lanceolata"
"2790","Rhipidura hypoxantha"
"2791","Rhizothera longirostris"
"2792","Rhodinocichla rosea"
"2793","Rhodopis vesper"
"2794","Rhodospingus cruentus"
"2795","Rhodostethia rosea"
"2796","Rhodothraupis celaeno"
"2797","Rhopornis ardesiacus"
"2798","Rhyacornis bicolor"
"2799","Rhyacornis fuliginosa"
"2800","Rhynchocyclus brevirostris"
"2801","Rhynchocyclus fulvipectus"
"2802","Rhynchocyclus olivaceus"
"2803","Rhynochetos jubatus"
"2804","Ridgwayia pinicola"
"2805","Riparia cincta"
"2806","Riparia paludicola"
"2807","Riparia riparia"
"2808","Rollulus rouloul"
"2809","Rostratula australis"
"2810","Rostratula benghalensis"
"2811","Rostrhamus sociabilis"
"2812","Rupicola peruvianus"
"2813","Rupicola rupicola"
"2814","Ruwenzorornis johnstoni"
"2815","Sakesphorus canadensis"
"2816","Sakesphorus luctuosus"
"2817","Salpornis spilonotus"
"2818","Saltator albicollis"
"2819","Saltator atriceps"
"2820","Saltator atricollis"
"2821","Saltator atripennis"
"2822","Saltator aurantiirostris"
"2823","Saltator grossus"
"2824","Saltator similis"
"2825","Saltator striatipectus"
"2826","Saltatricula multicolor"
"2827","Sarcoramphus papa"
"2828","Sarkidiornis melanotos"
"2829","Saroglossa spiloptera"
"2830","Sasia abnormis"
"2831","Sasia ochracea"
"2832","Saxicola caprata"
"2833","Saxicola dacotiae"
"2834","Saxicola ferreus"
"2835","Saxicola gutturalis"
"2836","Saxicola insignis"
"2837","Saxicola jerdoni"
"2838","Saxicola leucurus"
"2839","Saxicola rubetra"
"2840","Saxicola tectes"
"2841","Saxicola torquatus"
"2842","Sayornis nigricans"
"2843","Sayornis phoebe"
"2844","Scardafella inca"
"2845","Scardafella squammata"
"2846","Sceptomycter winifredae"
"2847","Schiffornis turdina"
"2848","Schiffornis virescens"
"2849","Schistochlamys melanopis"
"2850","Schistochlamys ruficapillus"
"2851","Scissirostrum dubium"
"2852","Scopus umbretta"
"2853","Scotocerca inquieta"
"2854","Seicercus affinis"
"2855","Seicercus burkii"
"2856","Seicercus castaniceps"
"2857","Seicercus grammiceps"
"2858","Seicercus omeiensis"
"2859","Seicercus poliogenys"
"2860","Seicercus soror"
"2861","Seicercus tephrocephalus"
"2862","Seicercus valentini"
"2863","Seicercus whistleri"
"2864","Seiurus motacilla"
"2865","Seiurus noveboracensis"
"2866","Selenidera gouldii"
"2867","Selenidera maculirostris"
"2868","Seleucidis melanoleucus"
"2869","Semioptera wallacii"
"2870","Semnornis frantzii"
"2871","Semnornis ramphastinus"
"2872","Sericulus aureus"
"2873","Sericulus bakeri"
"2874","Serilophus lunatus"
"2875","Serpophaga cinerea"
"2876","Serpophaga munda"
"2877","Serpophaga nigricans"
"2878","Serpophaga subcristata"
"2879","Setophaga ruticilla"
"2880","Sheppardia aequatorialis"
"2881","Sheppardia bocagei"
"2882","Sheppardia gabela"
"2883","Sheppardia gunningi"
"2884","Sheppardia lowei"
"2885","Sheppardia sharpei"
"2886","Sialia currucoides"
"2887","Sialia mexicana"
"2888","Sialia sialis"
"2889","Sigelus silens"
"2890","Skutchia borbae"
"2891","Smithornis capensis"
"2892","Smithornis rufolateralis"
"2893","Smithornis sharpei"
"2894","Snowornis cryptolophus"
"2895","Snowornis subalaris"
"2896","Somateria mollissima"
"2897","Somateria spectabilis"
"2898","Speculanas specularis"
"2899","Speculipastor bicolor"
"2900","Speirops brunneus"
"2901","Speirops lugubris"
"2902","Speirops melanocephalus"
"2903","Sphenoeacus afer"
"2904","Sphyrapicus nuchalis"
"2905","Sphyrapicus ruber"
"2906","Spizaetus isidori"
"2907","Spizaetus ornatus"
"2908","Spizella arborea"
"2909","Spizella breweri"
"2910","Spizella pallida"
"2911","Spizella passerina"
"2912","Spizella pusilla"
"2913","Spizella wortheni"
"2914","Spodiopsar cineraceus"
"2915","Spodiopsar sericeus"
"2916","Sporophila americana"
"2917","Sporophila bouvreuil"
"2918","Sporophila caerulescens"
"2919","Sporophila castaneiventris"
"2920","Sporophila cinnamomea"
"2921","Sporophila collaris"
"2922","Sporophila corvina"
"2923","Sporophila falcirostris"
"2924","Sporophila hypochroma"
"2925","Sporophila hypoxantha"
"2926","Sporophila leucoptera"
"2927","Sporophila luctuosa"
"2928","Sporophila melanogaster"
"2929","Sporophila nigricollis"
"2930","Sporophila nigrorufa"
"2931","Sporophila palustris"
"2932","Sporophila plumbea"
"2933","Sporophila ruficollis"
"2934","Sporophila schistacea"
"2935","Sporophila telasco"
"2936","Sporophila torqueola"
"2937","Stactolaema leucotis"
"2938","Stactolaema whytii"
"2939","Stelgidopteryx ruficollis"
"2940","Stelgidopteryx serripennis"
"2941","Stenostira scita"
"2942","Stephanophorus diadematus"
"2943","Stephanoxis lalandi"
"2944","Stercorarius longicaudus"
"2945","Stercorarius parasiticus"
"2946","Sterna forsteri"
"2947","Sterna trudeaui"
"2948","Stictonetta naevosa"
"2949","Stigmatopelia chinensis"
"2950","Stigmatopelia senegalensis"
"2951","Stigmatura napensis"
"2952","Stiphrornis erythrothorax"
"2953","Stipiturus malachurus"
"2954","Stipiturus mallee"
"2955","Stizorhina fraseri"
"2956","Streptopelia bitorquata"
"2957","Streptopelia capicola"
"2958","Streptopelia decaocto"
"2959","Streptopelia hypopyrrha"
"2960","Streptopelia roseogrisea"
"2961","Streptopelia tranquebarica"
"2962","Streptopelia turtur"
"2963","Streptopelia vinacea"
"2964","Struthidea cinerea"
"2965","Sturnella bellicosa"
"2966","Sturnella loyca"
"2967","Sturnella magna"
"2968","Sturnella militaris"
"2969","Sturnella neglecta"
"2970","Sturnella superciliaris"
"2971","Sturnia erythropygia"
"2972","Sturnia malabarica"
"2973","Sturnia pagodarum"
"2974","Sturnia sinensis"
"2975","Sturnus unicolor"
"2976","Sturnus vulgaris"
"2977","Sublegatus arenarum"
"2978","Sublegatus obscurior"
"2979","Surniculus lugubris"
"2980","Surniculus velutinus"
"2981","Swynnertonia swynnertoni"
"2982","Sylvia atricapilla"
"2983","Sylvia boehmi"
"2984","Sylvia borin"
"2985","Sylvia buryi"
"2986","Sylvia communis"
"2987","Sylvia conspicillata"
"2988","Sylvia deserticola"
"2989","Sylvia hortensis"
"2990","Sylvia layardi"
"2991","Sylvia leucomelaena"
"2992","Sylvia lugens"
"2993","Sylvia melanocephala"
"2994","Sylvia melanothorax"
"2995","Sylvia mystacea"
"2996","Sylvia nana"
"2997","Sylvia nisoria"
"2998","Sylvia rueppelli"
"2999","Sylvia subcaerulea"
"3000","Sylvia undata"
"3001","Sylviparus modestus"
"3002","Sypheotides indica"
"3003","Syrmaticus ellioti"
"3004","Syrmaticus humiae"
"3005","Syrmaticus reevesii"
"3006","Syrmaticus soemmerringii"
"3007","Taccocua leschenaultii"
"3008","Tachybaptus dominicus"
"3009","Tachybaptus novaehollandiae"
"3010","Tachybaptus ruficollis"
"3011","Tachycineta albilinea"
"3012","Tachycineta albiventer"
"3013","Tachycineta bicolor"
"3014","Tachycineta cyaneoviridis"
"3015","Tachycineta euchrysea"
"3016","Tachycineta leucorrhoa"
"3017","Tachycineta meyeni"
"3018","Tachycineta thalassina"
"3019","Tachyphonus coronatus"
"3020","Tachyphonus cristatus"
"3021","Tachyphonus delatrii"
"3022","Tachyphonus luctuosus"
"3023","Tachyphonus rufiventer"
"3024","Tachyphonus rufus"
"3025","Tachyphonus surinamus"
"3026","Tadorna cana"
"3027","Tadorna ferruginea"
"3028","Tadorna radjah"
"3029","Tadorna tadorna"
"3030","Tadorna tadornoides"
"3031","Tadorna variegata"
"3032","Taeniopygia bichenovii"
"3033","Taeniopygia guttata"
"3034","Tangara argyrofenges"
"3035","Tangara callophrys"
"3036","Tangara cayana"
"3037","Tangara chrysotis"
"3038","Tangara cucullata"
"3039","Tangara cyanicollis"
"3040","Tangara cyanocephala"
"3041","Tangara cyanotis"
"3042","Tangara cyanoventris"
"3043","Tangara desmaresti"
"3044","Tangara dowii"
"3045","Tangara fastuosa"
"3046","Tangara florida"
"3047","Tangara fucosa"
"3048","Tangara guttata"
"3049","Tangara gyrola"
"3050","Tangara heinei"
"3051","Tangara icterocephala"
"3052","Tangara inornata"
"3053","Tangara johannae"
"3054","Tangara labradorides"
"3055","Tangara larvata"
"3056","Tangara lavinia"
"3057","Tangara mexicana"
"3058","Tangara nigrocincta"
"3059","Tangara nigroviridis"
"3060","Tangara palmeri"
"3061","Tangara parzudakii"
"3062","Tangara preciosa"
"3063","Tangara punctata"
"3064","Tangara ruficervix"
"3065","Tangara rufigula"
"3066","Tangara schrankii"
"3067","Tangara seledon"
"3068","Tangara varia"
"3069","Tangara velia"
"3070","Tangara viridicollis"
"3071","Tangara vitriolina"
"3072","Tangara xanthocephala"
"3073","Tangara xanthogastra"
"3074","Tanygnathus lucionensis"
"3075","Tanygnathus megalorynchos"
"3076","Tanygnathus sumatranus"
"3077","Taraba major"
"3078","Tarphonomus certhioides"
"3079","Tarphonomus harterti"
"3080","Tarsiger chrysaeus"
"3081","Tarsiger cyanurus"
"3082","Tarsiger hyperythrus"
"3083","Tarsiger johnstoniae"
"3084","Tauraco bannermani"
"3085","Tauraco corythaix"
"3086","Tauraco erythrolophus"
"3087","Tauraco fischeri"
"3088","Tauraco hartlaubi"
"3089","Tauraco leucolophus"
"3090","Tauraco livingstonii"
"3091","Tauraco macrorhynchus"
"3092","Tauraco persa"
"3093","Tauraco porphyreolophus"
"3094","Tauraco schalowi"
"3095","Teledromas fuscus"
"3096","Temnurus temnurus"
"3097","Tephrodornis pondicerianus"
"3098","Tephrodornis virgatus"
"3099","Terathopius ecaudatus"
"3100","Terenotriccus erythrurus"
"3101","Tetrao parvirostris"
"3102","Tetrao urogallus"
"3103","Tetraogallus altaicus"
"3104","Tetraogallus caspius"
"3105","Tetraogallus himalayensis"
"3106","Tetraophasis obscurus"
"3107","Tetraophasis szechenyii"
"3108","Tetrastes bonasia"
"3109","Tetrastes sewerzowi"
"3110","Tetrax tetrax"
"3111","Thamnistes anabatinus"
"3112","Thamnolaea coronata"
"3113","Thamnomanes ardesiacus"
"3114","Thamnomanes caesius"
"3115","Thamnomanes saturninus"
"3116","Thamnomanes schistogynus"
"3117","Thamnophilus aethiops"
"3118","Thamnophilus amazonicus"
"3119","Thamnophilus aroyae"
"3120","Thamnophilus atrinucha"
"3121","Thamnophilus bridgesi"
"3122","Thamnophilus caerulescens"
"3123","Thamnophilus cryptoleucus"
"3124","Thamnophilus insignis"
"3125","Thamnophilus melanothorax"
"3126","Thamnophilus murinus"
"3127","Thamnophilus nigriceps"
"3128","Thamnophilus nigrocinereus"
"3129","Thamnophilus palliatus"
"3130","Thamnophilus pelzelni"
"3131","Thamnophilus praecox"
"3132","Thamnophilus punctatus"
"3133","Thamnophilus ruficapillus"
"3134","Thamnophilus schistaceus"
"3135","Thamnophilus stictocephalus"
"3136","Thamnophilus sticturus"
"3137","Thamnophilus tenuepunctatus"
"3138","Thamnophilus torquatus"
"3139","Thamnophilus unicolor"
"3140","Thamnornis chloropetoides"
"3141","Thaumastura cora"
"3142","Theristicus caerulescens"
"3143","Theristicus caudatus"
"3144","Theristicus melanopis"
"3145","Thescelocichla leucopleura"
"3146","Thinocorus orbignyianus"
"3147","Thinocorus rumicivorus"
"3148","Thinornis novaeseelandiae"
"3149","Thinornis rubricollis"
"3150","Thraupis bonariensis"
"3151","Thraupis cyanocephala"
"3152","Thraupis episcopus"
"3153","Thraupis ornata"
"3154","Thraupis palmarum"
"3155","Thraupis sayaca"
"3156","Thryorchilus browni"
"3157","Thryothorus atrogularis"
"3158","Thryothorus coraya"
"3159","Thryothorus euophrys"
"3160","Thryothorus fasciatoventris"
"3161","Thryothorus felix"
"3162","Thryothorus genibarbis"
"3163","Thryothorus guarayanus"
"3164","Thryothorus leucopogon"
"3165","Thryothorus leucotis"
"3166","Thryothorus longirostris"
"3167","Thryothorus ludovicianus"
"3168","Thryothorus maculipectus"
"3169","Thryothorus mystacalis"
"3170","Thryothorus nigricapillus"
"3171","Thryothorus pleurostictus"
"3172","Thryothorus rufalbus"
"3173","Thryothorus rutilus"
"3174","Thryothorus sclateri"
"3175","Thryothorus semibadius"
"3176","Thryothorus sinaloa"
"3177","Thryothorus superciliaris"
"3178","Thryothorus thoracicus"
"3179","Tiaris bicolor"
"3180","Tiaris canorus"
"3181","Tiaris fuliginosus"
"3182","Tiaris obscurus"
"3183","Tiaris olivaceus"
"3184","Tichodroma muraria"
"3185","Timalia pileata"
"3186","Timeliopsis fulvigula"
"3187","Timeliopsis griseigula"
"3188","Tinamotis ingoufi"
"3189","Tinamotis pentlandii"
"3190","Tityra cayana"
"3191","Tityra semifasciata"
"3192","Todus mexicanus"
"3193","Todus multicolor"
"3194","Todus subulatus"
"3195","Todus todus"
"3196","Torgos tracheliotus"
"3197","Toxorhamphus novaeguineae"
"3198","Toxorhamphus poliopterus"
"3199","Toxostoma bendirei"
"3200","Toxostoma cinereum"
"3201","Toxostoma crissale"
"3202","Toxostoma curvirostre"
"3203","Toxostoma guttatum"
"3204","Toxostoma lecontei"
"3205","Toxostoma longirostre"
"3206","Toxostoma ocellatum"
"3207","Toxostoma redivivum"
"3208","Toxostoma rufum"
"3209","Tragopan blythii"
"3210","Tragopan caboti"
"3211","Tragopan satyra"
"3212","Tragopan temminckii"
"3213","Tregellasia capito"
"3214","Tregellasia leucops"
"3215","Trichoglossus chlorolepidotus"
"3216","Trichoglossus euteles"
"3217","Trichoglossus haematodus"
"3218","Trichoglossus johnstoniae"
"3219","Trichoglossus ornatus"
"3220","Trichothraupis melanops"
"3221","Triclaria malachitacea"
"3222","Tringa brevipes"
"3223","Tringa flavipes"
"3224","Tringa glareola"
"3225","Tringa incana"
"3226","Tringa melanoleuca"
"3227","Tringa nebularia"
"3228","Tringa ochropus"
"3229","Tringa semipalmata"
"3230","Tringa solitaria"
"3231","Tringa stagnatilis"
"3232","Tringa totanus"
"3233","Trochocercus cyanomelas"
"3234","Trochocercus nitens"
"3235","Troglodytes aedon"
"3236","Troglodytes ochraceus"
"3237","Troglodytes rufociliatus"
"3238","Troglodytes rufulus"
"3239","Troglodytes sissonii"
"3240","Troglodytes solstitialis"
"3241","Trogon chionurus"
"3242","Trogon citreolus"
"3243","Trogon comptus"
"3244","Trogon curucui"
"3245","Trogon massena"
"3246","Trogon melanocephalus"
"3247","Trogon melanurus"
"3248","Trogon surrucura"
"3249","Trogon violaceus"
"3250","Trogon viridis"
"3251","Trugon terrestris"
"3252","Tryngites subruficollis"
"3253","Turdus albicollis"
"3254","Turdus albocinctus"
"3255","Turdus assimilis"
"3256","Turdus aurantius"
"3257","Turdus bewsheri"
"3258","Turdus cardis"
"3259","Turdus celaenops"
"3260","Turdus chrysolaus"
"3261","Turdus dissimilis"
"3262","Turdus falcklandii"
"3263","Turdus feae"
"3264","Turdus flavipes"
"3265","Turdus fumigatus"
"3266","Turdus fuscater"
"3267","Turdus grayi"
"3268","Turdus haplochrous"
"3269","Turdus hauxwelli"
"3270","Turdus helleri"
"3271","Turdus hortulorum"
"3272","Turdus ignobilis"
"3273","Turdus iliacus"
"3274","Turdus infuscatus"
"3275","Turdus jamaicensis"
"3276","Turdus kessleri"
"3277","Turdus lawrencii"
"3278","Turdus leucomelas"
"3279","Turdus leucops"
"3280","Turdus libonyanus"
"3281","Turdus ludoviciae"
"3282","Turdus maculirostris"
"3283","Turdus maranonicus"
"3284","Turdus menachensis"
"3285","Turdus merula"
"3286","Turdus migratorius"
"3287","Turdus mupinensis"
"3288","Turdus naumanni"
"3289","Turdus nigrescens"
"3290","Turdus nigriceps"
"3291","Turdus nudigenis"
"3292","Turdus obscurus"
"3293","Turdus obsoletus"
"3294","Turdus olivaceofuscus"
"3295","Turdus olivaceus"
"3296","Turdus olivater"
"3297","Turdus pallidus"
"3298","Turdus pelios"
"3299","Turdus philomelos"
"3300","Turdus plebejus"
"3301","Turdus plumbeus"
"3302","Turdus rubrocanus"
"3303","Turdus ruficollis"
"3304","Turdus rufitorques"
"3305","Turdus rufopalliatus"
"3306","Turdus serranus"
"3307","Turdus swalesi"
"3308","Turdus tephronotus"
"3309","Turdus unicolor"
"3310","Turdus viscivorus"
"3311","Tympanuchus cupido"
"3312","Tympanuchus pallidicinctus"
"3313","Tympanuchus phasianellus"
"3314","Tyranneutes stolzmanni"
"3315","Tyranneutes virescens"
"3316","Tyrannopsis sulphurea"
"3317","Upucerthia albigula"
"3318","Upucerthia dumetaria"
"3319","Upucerthia jelskii"
"3320","Upucerthia validirostris"
"3321","Uraeginthus angolensis"
"3322","Uraeginthus bengalus"
"3323","Uraeginthus cyanocephalus"
"3324","Uraeginthus granatinus"
"3325","Uraeginthus ianthinogaster"
"3326","Uratelornis chimaera"
"3327","Urocolius indicus"
"3328","Urocolius macrourus"
"3329","Urolais epichlorus"
"3330","Uropsalis lyra"
"3331","Uropsalis segmentata"
"3332","Uropsila leucogastra"
"3333","Urosticte benjamini"
"3334","Urosticte ruficrissa"
"3335","Vanga curvirostris"
"3336","Veniliornis affinis"
"3337","Veniliornis callonotus"
"3338","Veniliornis cassini"
"3339","Veniliornis dignus"
"3340","Veniliornis frontalis"
"3341","Veniliornis kirkii"
"3342","Veniliornis lignarius"
"3343","Veniliornis mixtus"
"3344","Veniliornis nigriceps"
"3345","Veniliornis passerinus"
"3346","Vermivora chrysoptera"
"3347","Vermivora crissalis"
"3348","Vermivora luciae"
"3349","Vermivora pinus"
"3350","Vermivora ruficapilla"
"3351","Vermivora virginiae"
"3352","Vestiaria coccinea"
"3353","Vultur gryphus"
"3354","Wilsonia canadensis"
"3355","Wilsonia citrina"
"3356","Wilsonia pusilla"
"3357","Xanthocephalus xanthocephalus"
"3358","Xanthomixis apperti"
"3359","Xanthomixis cinereiceps"
"3360","Xenicus gilviventris"
"3361","Xenoligea montana"
"3362","Xenops minutus"
"3363","Xenops rutilans"
"3364","Xiphocolaptes albicollis"
"3365","Xiphocolaptes major"
"3366","Xiphocolaptes promeropirhynchus"
"3367","Xiphorhynchus elegans"
"3368","Xiphorhynchus erythropygius"
"3369","Xiphorhynchus flavigaster"
"3370","Xiphorhynchus guttatus"
"3371","Xiphorhynchus lachrymosus"
"3372","Xiphorhynchus ocellatus"
"3373","Xiphorhynchus pardalotus"
"3374","Xiphorhynchus spixii"
"3375","Xiphorhynchus susurrans"
"3376","Xiphorhynchus triangularis"
"3377","Xolmis cinereus"
"3378","Xolmis coronatus"
"3379","Xolmis irupero"
"3380","Xolmis pyrope"
"3381","Xolmis rubetra"
"3382","Xolmis velatus"
"3383","Yuhina bakeri"
"3384","Yuhina brunneiceps"
"3385","Yuhina castaniceps"
"3386","Yuhina everetti"
"3387","Yuhina flavicollis"
"3388","Yuhina gularis"
"3389","Yuhina nigrimenta"
"3390","Yuhina occipitalis"
"3391","Zanclostomus javanicus"
"3392","Zebrilus undulatus"
"3393","Zenaida asiatica"
"3394","Zenaida auriculata"
"3395","Zenaida aurita"
"3396","Zenaida galapagoensis"
"3397","Zenaida graysoni"
"3398","Zenaida macroura"
"3399","Zenaida meloda"
"3400","Zimmerius acer"
"3401","Zimmerius albigularis"
"3402","Zimmerius bolivianus"
"3403","Zimmerius vilissimus"
"3404","Zonotrichia albicollis"
"3405","Zonotrichia atricapilla"
"3406","Zonotrichia leucophrys"
"3407","Zonotrichia querula"
"3408","Zoothera andromedae"
"3409","Zoothera cameronensis"
"3410","Zoothera crossleyi"
"3411","Zoothera dauma"
"3412","Zoothera dixoni"
"3413","Zoothera dohertyi"
"3414","Zoothera erythronota"
"3415","Zoothera gurneyi"
"3416","Zoothera guttata"
"3417","Zoothera heinei"
"3418","Zoothera interpres"
"3419","Zoothera lunulata"
"3420","Zoothera marginata"
"3421","Zoothera mollissima"
"3422","Zoothera monticola"
"3423","Zoothera oberlaenderi"
"3424","Zoothera peronii"
"3425","Zoothera princei"
"3426","Zoothera schistacea"
"3427","Zoothera sibirica"
"3428","Zoothera spiloptera"
"3429","Zoothera talaseae"
"3430","Zoothera wardii"
